ÁREA;REGIONAL;RESPONSÁVEL;MACRO PROCESSO;INDICADOR;UNID.;POLARIDADE;FÓRMULA DE CÁLCULO;MÊS;META;REAL
SEGURANÇA DO TRABALHO;LESTE;ALANA  RODRIGUES;GERENCIAR EPIS (ESTRATÉGICO);% DE ENTREGA DE EPIS;QTD;MENOR MELHOR;QTDE DE EPIS ENTREGUES POR FUNCIONÁRIO / QTDE DE FUNCIONÁRIOS MAPEADOS X 100;mar/26;;
SEGURANÇA DO TRABALHO;CENTRO;JULIANA CASTRO;GERENCIAR EPIS (ESTRATÉGICO);% DE ENTREGA DE EPIS;QTD;MENOR MELHOR;QTDE DE EPIS ENTREGUES POR FUNCIONÁRIO / QTDE DE FUNCIONÁRIOS MAPEADOS X 100;mar/26;;
SEGURANÇA DO TRABALHO;SUL;JONATHAN ALVES;GERENCIAR EPIS (ESTRATÉGICO);% DE ENTREGA DE EPIS;QTD;MENOR MELHOR;QTDE DE EPIS ENTREGUES POR FUNCIONÁRIO / QTDE DE FUNCIONÁRIOS MAPEADOS X 100;mar/26;;
SEGURANÇA DO TRABALHO;CONSOLIDADO;THIAGO GLERIA;"GERENCIAR RISCOS
(TÁTICO)";NUMERO DE INTERDIÇÕES E NOTIFICAÇÕES - EMSERH;%;MAIOR MELHOR;NUMERO DE INTERDIÇÕES E NOTIFICAÇÕES NORTE;mar/26;;
SEGURANÇA DO TRABALHO;NORTE;THIAGO GLERIA;"GERENCIAR RISCOS
(TÁTICO)";NUMERO DE INTERDIÇÕES E NOTIFICAÇÕES;QTD;MENOR MELHOR;NUMERO DE INTERDIÇÕES E NOTIFICAÇÕES NORTE;mar/26;;
SEGURANÇA DO TRABALHO;LESTE;ALANA  RODRIGUES;"GERENCIAR RISCOS
(TÁTICO)";NUMERO DE INTERDIÇÕES E NOTIFICAÇÕES;QTD;MENOR MELHOR;NUMERO DE INTERDIÇÕES E NOTIFICAÇÕES LESTE;mar/26;;
SEGURANÇA DO TRABALHO;CENTRO;JULIANA CASTRO;"GERENCIAR RISCOS
(TÁTICO)";NUMERO DE INTERDIÇÕES E NOTIFICAÇÕES;QTD;MENOR MELHOR;NUMERO DE INTERDIÇÕES E NOTIFICAÇÕES CENTRO;mar/26;;
SEGURANÇA DO TRABALHO;SUL;JONATHAN ALVES;"GERENCIAR RISCOS
(TÁTICO)";NUMERO DE INTERDIÇÕES E NOTIFICAÇÕES;QTD;MENOR MELHOR;NUMERO DE INTERDIÇÕES E NOTIFICAÇÕES SUL;mar/26;;
SEGURANÇA DO TRABALHO;CONSOLIDADO;THIAGO GLERIA;GERENCIAR ACIDENTES DO TRABALHO (ESTRATÉGICO);TAXA DE FREQUÊNCIA DE ACIDENTES TOTAL EMSERH (COM  E SEM AFASTAMENTO);TX;MENOR MELHOR;NUMERO DE ACIDENTES X 1.000.000/HHT;abr/26;;
SEGURANÇA DO TRABALHO;NORTE;THIAGO GLERIA;GERENCIAR ACIDENTES DO TRABALHO (ESTRATÉGICO);NUMEROS DE ACIDENTES EMSERH;QTD;MENOR MELHOR;NUMERO DE ACIDENTES;abr/26;;
SEGURANÇA DO TRABALHO;LESTE;ALANA  RODRIGUES;GERENCIAR ACIDENTES DO TRABALHO (ESTRATÉGICO);NUMEROS DE ACIDENTES EMSERH;QTD;MENOR MELHOR;NUMERO DE ACIDENTES;abr/26;;
SEGURANÇA DO TRABALHO;CENTRO;JULIANA CASTRO;GERENCIAR ACIDENTES DO TRABALHO (ESTRATÉGICO);NUMEROS DE ACIDENTES EMSERH;QTD;MENOR MELHOR;NUMERO DE ACIDENTES;abr/26;;
SEGURANÇA DO TRABALHO;SUL;JONATHAN ALVES;GERENCIAR ACIDENTES DO TRABALHO (ESTRATÉGICO);NUMEROS DE ACIDENTES EMSERH;QTD;MENOR MELHOR;NUMERO DE ACIDENTES;abr/26;;
SEGURANÇA DO TRABALHO;CONSOLIDADO;THIAGO GLERIA;GERENCIAR ACIDENTES DO TRABALHO (ESTRATÉGICO);TAXA DE FREQUÊNCIA DE ACIDENTES TOTAL IADVH (COM  E SEM AFASTAMENTO);TX;MENOR MELHOR;NUMERO DE ACIDENTES X 1.000.000/HHT;abr/26;;
SEGURANÇA DO TRABALHO;NORTE;THIAGO GLERIA;GERENCIAR ACIDENTES DO TRABALHO (ESTRATÉGICO);NUMEROS DE ACIDENTES IADVH;QTD;MENOR MELHOR;NUMERO DE ACIDENTES;abr/26;;
SEGURANÇA DO TRABALHO;LESTE;ALANA  RODRIGUES;GERENCIAR ACIDENTES DO TRABALHO (ESTRATÉGICO);NUMEROS DE ACIDENTES IADVH;QTD;MENOR MELHOR;NUMERO DE ACIDENTES;abr/26;;
SEGURANÇA DO TRABALHO;CENTRO;JULIANA CASTRO;GERENCIAR ACIDENTES DO TRABALHO (ESTRATÉGICO);NUMEROS DE ACIDENTES IADVH;QTD;MENOR MELHOR;NUMERO DE ACIDENTES;abr/26;;
SEGURANÇA DO TRABALHO;SUL;JONATHAN ALVES;GERENCIAR ACIDENTES DO TRABALHO (ESTRATÉGICO);NUMEROS DE ACIDENTES IADVH;QTD;MENOR MELHOR;NUMERO DE ACIDENTES;abr/26;;
SEGURANÇA DO TRABALHO;CONSOLIDADO;THIAGO GLERIA;GERENCIAR ACIDENTES DO TRABALHO (ESTRATÉGICO);ACIDENTES INVESTIGADOS - EMSERH;QTD;MENOR MELHOR;QTDE DE INVESTIGAÇÕES REALIZADAS/ QTDE PREVISTA x 100;abr/26;;
SEGURANÇA DO TRABALHO;NORTE;THIAGO GLERIA;GERENCIAR ACIDENTES DO TRABALHO (ESTRATÉGICO);ACIDENTES INVESTIGADOS - EMSERH;QTD;MENOR MELHOR;ACIDENTES INVESTIGADOS;abr/26;;
SEGURANÇA DO TRABALHO;LESTE;ALANA  RODRIGUES;GERENCIAR ACIDENTES DO TRABALHO (ESTRATÉGICO);ACIDENTES INVESTIGADOS - EMSERH;QTD;MENOR MELHOR;ACIDENTES INVESTIGADOS;abr/26;;
SEGURANÇA DO TRABALHO;CENTRO;JULIANA CASTRO;GERENCIAR ACIDENTES DO TRABALHO (ESTRATÉGICO);ACIDENTES INVESTIGADOS - EMSERH;QTD;MENOR MELHOR;ACIDENTES INVESTIGADOS;abr/26;;
SEGURANÇA DO TRABALHO;SUL;JONATHAN ALVES;GERENCIAR ACIDENTES DO TRABALHO (ESTRATÉGICO);ACIDENTES INVESTIGADOS - EMSERH;QTD;MENOR MELHOR;ACIDENTES INVESTIGADOS;abr/26;;
SEGURANÇA DO TRABALHO;CONSOLIDADO;THIAGO GLERIA;"GERENCIAR PROCESSOS LEGAIS
(ESTRATÉGICO)";% ADERÊNCIA AO PLANO DE AÇÃO DAS INVESTIGAÇÕES DE ACIDENTES - EMSERH;%;MAIOR MELHOR;QTDE DE AÇÕES REALIZADAS/ QTDE PREVISTA x 100;abr/26;;
SEGURANÇA DO TRABALHO;NORTE;THIAGO GLERIA;"GERENCIAR PROCESSOS LEGAIS
(ESTRATÉGICO)";P.A ACIDENTES EMSERH;QTD;MAIOR MELHOR;QTDE DE AÇÕES PENDENTES;abr/26;;
SEGURANÇA DO TRABALHO;LESTE;ALANA  RODRIGUES;"GERENCIAR PROCESSOS LEGAIS
(ESTRATÉGICO)";P.A ACIDENTES EMSERH;QTD;MAIOR MELHOR;QTDE DE AÇÕES PENDENTES;abr/26;;
SEGURANÇA DO TRABALHO;CENTRO;JULIANA CASTRO;"GERENCIAR PROCESSOS LEGAIS
(ESTRATÉGICO)";P.A ACIDENTES EMSERH;QTD;MAIOR MELHOR;QTDE DE AÇÕES PENDENTES;abr/26;;
SEGURANÇA DO TRABALHO;SUL;JONATHAN ALVES;"GERENCIAR PROCESSOS LEGAIS
(ESTRATÉGICO)";P.A ACIDENTES EMSERH;QTD;MAIOR MELHOR;QTDE DE AÇÕES PENDENTES;abr/26;;
SEGURANÇA DO TRABALHO;CONSOLIDADO;THIAGO GLERIA;"GERENCIAR PROCESSOS LEGAIS
(ESTRATÉGICO)";% UNIDADES ATENDIDAS - DIVULGAÇÃO PROGRAMAS LEGAIS - EMSERH;%;MAIOR MELHOR;QTDE DE UNIDADES REALIZADAS/ QTDE PREVISTA x 100;abr/26;;
SEGURANÇA DO TRABALHO;NORTE;THIAGO GLERIA;"GERENCIAR PROCESSOS LEGAIS
(ESTRATÉGICO)";DIVULGAÇÃO PROGRAMAS LEGAIS;QTD;MAIOR MELHOR;QTDE DE UNIDADES REALIZADAS/ QTDE PREVISTA x 100;abr/26;;
SEGURANÇA DO TRABALHO;LESTE;ALANA  RODRIGUES;"GERENCIAR PROCESSOS LEGAIS
(ESTRATÉGICO)";DIVULGAÇÃO PROGRAMAS LEGAIS;QTD;MAIOR MELHOR;QTDE DE UNIDADES REALIZADAS/ QTDE PREVISTA x 100;abr/26;;
SEGURANÇA DO TRABALHO;CENTRO;JULIANA CASTRO;"GERENCIAR PROCESSOS LEGAIS
(ESTRATÉGICO)";DIVULGAÇÃO PROGRAMAS LEGAIS;QTD;MAIOR MELHOR;QTDE DE UNIDADES REALIZADAS/ QTDE PREVISTA x 100;abr/26;;
SEGURANÇA DO TRABALHO;SUL;JONATHAN ALVES;"GERENCIAR PROCESSOS LEGAIS
(ESTRATÉGICO)";DIVULGAÇÃO PROGRAMAS LEGAIS;QTD;MAIOR MELHOR;QTDE DE UNIDADES REALIZADAS/ QTDE PREVISTA x 100;abr/26;;
SEGURANÇA DO TRABALHO;CONSOLIDADO;THIAGO GLERIA;"GERENCIAR EMERGÊNCIA
(ESTRATÉGICO)";% BRIGADAS IMPLEMENTADAS - EMSERH;%;MAIOR MELHOR;QTDE DE BRIGADAS FORMADAS / QTDE DE BRIGADAS PREVISTAS X 100;abr/26;;
SEGURANÇA DO TRABALHO;NORTE;THIAGO GLERIA;"GERENCIAR EMERGÊNCIA
(ESTRATÉGICO)";% BRIGADAS IMPLEMENTADAS;QTD;MENOR MELHOR;QTDE DE BRIGADAS FORMADAS / QTDE DE BRIGADAS PREVISTAS X 100;abr/26;;
SEGURANÇA DO TRABALHO;LESTE;ALANA  RODRIGUES;"GERENCIAR EMERGÊNCIA
(ESTRATÉGICO)";% BRIGADAS IMPLEMENTADAS;QTD;MENOR MELHOR;QTDE DE BRIGADAS FORMADAS / QTDE DE BRIGADAS PREVISTAS X 100;abr/26;;
SEGURANÇA DO TRABALHO;CENTRO;JULIANA CASTRO;"GERENCIAR EMERGÊNCIA
(ESTRATÉGICO)";% BRIGADAS IMPLEMENTADAS;QTD;MENOR MELHOR;QTDE DE BRIGADAS FORMADAS / QTDE DE BRIGADAS PREVISTAS X 100;abr/26;;
SEGURANÇA DO TRABALHO;SUL;JONATHAN ALVES;"GERENCIAR EMERGÊNCIA
(ESTRATÉGICO)";% BRIGADAS IMPLEMENTADAS;QTD;MENOR MELHOR;QTDE DE BRIGADAS FORMADAS / QTDE DE BRIGADAS PREVISTAS X 100;abr/26;;
SEGURANÇA DO TRABALHO;CONSOLIDADO;THIAGO GLERIA;"GERENCIAR EMERGÊNCIA
(ESTRATÉGICO)";% MANUTENÇÃO DE EXTINTORES - EMSERH;%;MAIOR MELHOR;QTDE DE AÇÕES EXECUTADAS / QTDE DE AÇÕES PREVISTAS X 100;abr/26;;
SEGURANÇA DO TRABALHO;NORTE;THIAGO GLERIA;"GERENCIAR EMERGÊNCIA
(ESTRATÉGICO)";% MANUTENÇÃO DE EXTINTORES;%;MENOR MELHOR;QTDE DE AÇÕES EXECUTADAS / QTDE DE AÇÕES PREVISTAS X 100;abr/26;;
SEGURANÇA DO TRABALHO;LESTE;ALANA  RODRIGUES;"GERENCIAR EMERGÊNCIA
(ESTRATÉGICO)";% MANUTENÇÃO DE EXTINTORES;%;MENOR MELHOR;QTDE DE AÇÕES EXECUTADAS / QTDE DE AÇÕES PREVISTAS X 100;abr/26;;
SEGURANÇA DO TRABALHO;CENTRO;JULIANA CASTRO;"GERENCIAR EMERGÊNCIA
(ESTRATÉGICO)";% MANUTENÇÃO DE EXTINTORES;%;MENOR MELHOR;QTDE DE AÇÕES EXECUTADAS / QTDE DE AÇÕES PREVISTAS X 100;abr/26;;
SEGURANÇA DO TRABALHO;SUL;JONATHAN ALVES;"GERENCIAR EMERGÊNCIA
(ESTRATÉGICO)";% MANUTENÇÃO DE EXTINTORES;%;MENOR MELHOR;QTDE DE AÇÕES EXECUTADAS / QTDE DE AÇÕES PREVISTAS X 100;abr/26;;
SEGURANÇA DO TRABALHO;CONSOLIDADO;THIAGO GLERIA;"GERENCIAR CAMPANHAS E COMISSÕES
(TÁTICO)";% CONFORMIDADE PROCESSOS DE CIPA - EMSERH;%;MAIOR MELHOR;QTDE DE AÇÕES EXECUTADAS / QTDE DE AÇÕES PREVISTAS X 100;abr/26;;
SEGURANÇA DO TRABALHO;NORTE;THIAGO GLERIA;"GERENCIAR CAMPANHAS E COMISSÕES
(TÁTICO)";% CONFORMIDADE PROCESSOS DE CIPA;%;MENOR MELHOR;QTDE DE AÇÕES EXECUTADAS / QTDE DE AÇÕES PREVISTAS X 100;abr/26;;
SEGURANÇA DO TRABALHO;LESTE;ALANA  RODRIGUES;"GERENCIAR CAMPANHAS E COMISSÕES
(TÁTICO)";% CONFORMIDADE PROCESSOS DE CIPA;%;MENOR MELHOR;QTDE DE AÇÕES EXECUTADAS / QTDE DE AÇÕES PREVISTAS X 100;abr/26;;
SEGURANÇA DO TRABALHO;CENTRO;JULIANA CASTRO;"GERENCIAR CAMPANHAS E COMISSÕES
(TÁTICO)";% CONFORMIDADE PROCESSOS DE CIPA;%;MENOR MELHOR;QTDE DE AÇÕES EXECUTADAS / QTDE DE AÇÕES PREVISTAS X 100;abr/26;;
SEGURANÇA DO TRABALHO;SUL;JONATHAN ALVES;"GERENCIAR CAMPANHAS E COMISSÕES
(TÁTICO)";% CONFORMIDADE PROCESSOS DE CIPA;%;MENOR MELHOR;QTDE DE AÇÕES EXECUTADAS / QTDE DE AÇÕES PREVISTAS X 100;abr/26;;
SEGURANÇA DO TRABALHO;CONSOLIDADO;THIAGO GLERIA;"GERENCIAR PROCESSOS LEGAIS
(TÁTICO)";TEMPO MÉDIO DE RESPOSTA DE PROCESSOS TRABALHISTAS - EMSERH;NÚM;MENOR MELHOR;TEMPO DE RESPOSTA DOS PROCESSOS CONCLUÍDOS (DIAS);abr/26;;
SEGURANÇA DO TRABALHO;NORTE;THIAGO GLERIA;"GERENCIAR PROCESSOS LEGAIS
(TÁTICO)";TEMPO MÉDIO DE RESPOSTA DE PROCESSOS TRABALHISTAS;NÚM;MENOR MELHOR;TEMPO DE RESPOSTA DOS PROCESSOS CONCLUÍDOS (DIAS);abr/26;;
SEGURANÇA DO TRABALHO;LESTE;ALANA  RODRIGUES;"GERENCIAR PROCESSOS LEGAIS
(TÁTICO)";TEMPO MÉDIO DE RESPOSTA DE PROCESSOS TRABALHISTAS;NÚM;MENOR MELHOR;TEMPO DE RESPOSTA DOS PROCESSOS CONCLUÍDOS (DIAS);abr/26;;
SEGURANÇA DO TRABALHO;CENTRO;JULIANA CASTRO;"GERENCIAR PROCESSOS LEGAIS
(TÁTICO)";TEMPO MÉDIO DE RESPOSTA DE PROCESSOS TRABALHISTAS;NÚM;MENOR MELHOR;TEMPO DE RESPOSTA DOS PROCESSOS CONCLUÍDOS (DIAS);abr/26;;
SEGURANÇA DO TRABALHO;SUL;JONATHAN ALVES;"GERENCIAR PROCESSOS LEGAIS
(TÁTICO)";TEMPO MÉDIO DE RESPOSTA DE PROCESSOS TRABALHISTAS;NÚM;MENOR MELHOR;TEMPO DE RESPOSTA DOS PROCESSOS CONCLUÍDOS (DIAS);abr/26;;
SEGURANÇA DO TRABALHO;CONSOLIDADO;THIAGO GLERIA;"GERENCIAR PROCESSOS LEGAIS
(TÁTICO)";% OS ASSINADAS - EMSERH;%;MAIOR MELHOR;QTDE DE AÇÕES EXECUTADAS / QTDE DE AÇÕES PREVISTAS X 100;abr/26;;
SEGURANÇA DO TRABALHO;NORTE;THIAGO GLERIA;"GERENCIAR PROCESSOS LEGAIS
(TÁTICO)";% OS ASSINADAS;%;MENOR MELHOR;QTDE DE AÇÕES EXECUTADAS / QTDE DE AÇÕES PREVISTAS X 100;abr/26;;
SEGURANÇA DO TRABALHO;LESTE;ALANA  RODRIGUES;"GERENCIAR PROCESSOS LEGAIS
(TÁTICO)";% OS ASSINADAS;%;MENOR MELHOR;QTDE DE AÇÕES EXECUTADAS / QTDE DE AÇÕES PREVISTAS X 100;abr/26;;
SEGURANÇA DO TRABALHO;CENTRO;JULIANA CASTRO;"GERENCIAR PROCESSOS LEGAIS
(TÁTICO)";% OS ASSINADAS;%;MENOR MELHOR;QTDE DE AÇÕES EXECUTADAS / QTDE DE AÇÕES PREVISTAS X 100;abr/26;;
SEGURANÇA DO TRABALHO;SUL;JONATHAN ALVES;"GERENCIAR PROCESSOS LEGAIS
(TÁTICO)";% OS ASSINADAS;%;MENOR MELHOR;QTDE DE AÇÕES EXECUTADAS / QTDE DE AÇÕES PREVISTAS X 100;abr/26;;
SEGURANÇA DO TRABALHO;CONSOLIDADO;THIAGO GLERIA;"GERENCIAR RISCOS
(TÁTICO)";% ADERÊNCIA AO PLANO DE AÇÃO GRO - EMSERH;%;MAIOR MELHOR;QTDE DE AÇÕES EXECUTADAS / QTDE DE AÇÕES PREVISTAS X 100;abr/26;;
SEGURANÇA DO TRABALHO;NORTE;THIAGO GLERIA;"GERENCIAR RISCOS
(TÁTICO)";% ADERÊNCIA AO PLANO DE AÇÃO GRO;%;MENOR MELHOR;QTDE DE AÇÕES EXECUTADAS / QTDE DE AÇÕES PREVISTAS X 100;abr/26;;
SEGURANÇA DO TRABALHO;LESTE;ALANA  RODRIGUES;"GERENCIAR RISCOS
(TÁTICO)";% ADERÊNCIA AO PLANO DE AÇÃO GRO;%;MENOR MELHOR;QTDE DE AÇÕES EXECUTADAS / QTDE DE AÇÕES PREVISTAS X 100;abr/26;;
SEGURANÇA DO TRABALHO;CENTRO;JULIANA CASTRO;"GERENCIAR RISCOS
(TÁTICO)";% ADERÊNCIA AO PLANO DE AÇÃO GRO;%;MENOR MELHOR;QTDE DE AÇÕES EXECUTADAS / QTDE DE AÇÕES PREVISTAS X 100;abr/26;;
SEGURANÇA DO TRABALHO;SUL;JONATHAN ALVES;"GERENCIAR RISCOS
(TÁTICO)";% ADERÊNCIA AO PLANO DE AÇÃO GRO;%;MENOR MELHOR;QTDE DE AÇÕES EXECUTADAS / QTDE DE AÇÕES PREVISTAS X 100;abr/26;;
SEGURANÇA DO TRABALHO;CONSOLIDADO;THIAGO GLERIA;GERENCIAR EPIS (ESTRATÉGICO);% DE ENTREGA DE EPIS - EMSERH;%;MAIOR MELHOR;QTDE DE EPIS ENTREGUES POR FUNCIONÁRIO / QTDE DE FUNCIONÁRIOS MAPEADOS X 100;abr/26;;
SEGURANÇA DO TRABALHO;NORTE;THIAGO GLERIA;GERENCIAR EPIS (ESTRATÉGICO);% DE ENTREGA DE EPIS;QTD;MENOR MELHOR;QTDE DE EPIS ENTREGUES POR FUNCIONÁRIO / QTDE DE FUNCIONÁRIOS MAPEADOS X 100;abr/26;;
SEGURANÇA DO TRABALHO;LESTE;ALANA  RODRIGUES;GERENCIAR EPIS (ESTRATÉGICO);% DE ENTREGA DE EPIS;QTD;MENOR MELHOR;QTDE DE EPIS ENTREGUES POR FUNCIONÁRIO / QTDE DE FUNCIONÁRIOS MAPEADOS X 100;abr/26;;
SEGURANÇA DO TRABALHO;CENTRO;JULIANA CASTRO;GERENCIAR EPIS (ESTRATÉGICO);% DE ENTREGA DE EPIS;QTD;MENOR MELHOR;QTDE DE EPIS ENTREGUES POR FUNCIONÁRIO / QTDE DE FUNCIONÁRIOS MAPEADOS X 100;abr/26;;
SEGURANÇA DO TRABALHO;SUL;JONATHAN ALVES;GERENCIAR EPIS (ESTRATÉGICO);% DE ENTREGA DE EPIS;QTD;MENOR MELHOR;QTDE DE EPIS ENTREGUES POR FUNCIONÁRIO / QTDE DE FUNCIONÁRIOS MAPEADOS X 100;abr/26;;
SEGURANÇA DO TRABALHO;CONSOLIDADO;THIAGO GLERIA;"GERENCIAR RISCOS
(TÁTICO)";NUMERO DE INTERDIÇÕES E NOTIFICAÇÕES - EMSERH;%;MAIOR MELHOR;NUMERO DE INTERDIÇÕES E NOTIFICAÇÕES NORTE;abr/26;;
SEGURANÇA DO TRABALHO;NORTE;THIAGO GLERIA;"GERENCIAR RISCOS
(TÁTICO)";NUMERO DE INTERDIÇÕES E NOTIFICAÇÕES;QTD;MENOR MELHOR;NUMERO DE INTERDIÇÕES E NOTIFICAÇÕES NORTE;abr/26;;
SEGURANÇA DO TRABALHO;LESTE;ALANA  RODRIGUES;"GERENCIAR RISCOS
(TÁTICO)";NUMERO DE INTERDIÇÕES E NOTIFICAÇÕES;QTD;MENOR MELHOR;NUMERO DE INTERDIÇÕES E NOTIFICAÇÕES LESTE;abr/26;;
SEGURANÇA DO TRABALHO;CENTRO;JULIANA CASTRO;"GERENCIAR RISCOS
(TÁTICO)";NUMERO DE INTERDIÇÕES E NOTIFICAÇÕES;QTD;MENOR MELHOR;NUMERO DE INTERDIÇÕES E NOTIFICAÇÕES CENTRO;abr/26;;
SEGURANÇA DO TRABALHO;SUL;JONATHAN ALVES;"GERENCIAR RISCOS
(TÁTICO)";NUMERO DE INTERDIÇÕES E NOTIFICAÇÕES;QTD;MENOR MELHOR;NUMERO DE INTERDIÇÕES E NOTIFICAÇÕES SUL;abr/26;;
SEGURANÇA DO TRABALHO;CONSOLIDADO;THIAGO GLERIA;GERENCIAR ACIDENTES DO TRABALHO (ESTRATÉGICO);TAXA DE FREQUÊNCIA DE ACIDENTES TOTAL EMSERH (COM  E SEM AFASTAMENTO);TX;MENOR MELHOR;NUMERO DE ACIDENTES X 1.000.000/HHT;mai/26;;
SEGURANÇA DO TRABALHO;NORTE;THIAGO GLERIA;GERENCIAR ACIDENTES DO TRABALHO (ESTRATÉGICO);NUMEROS DE ACIDENTES EMSERH;QTD;MENOR MELHOR;NUMERO DE ACIDENTES;mai/26;;
SEGURANÇA DO TRABALHO;LESTE;ALANA  RODRIGUES;GERENCIAR ACIDENTES DO TRABALHO (ESTRATÉGICO);NUMEROS DE ACIDENTES EMSERH;QTD;MENOR MELHOR;NUMERO DE ACIDENTES;mai/26;;
SEGURANÇA DO TRABALHO;CENTRO;JULIANA CASTRO;GERENCIAR ACIDENTES DO TRABALHO (ESTRATÉGICO);NUMEROS DE ACIDENTES EMSERH;QTD;MENOR MELHOR;NUMERO DE ACIDENTES;mai/26;;
SEGURANÇA DO TRABALHO;SUL;JONATHAN ALVES;GERENCIAR ACIDENTES DO TRABALHO (ESTRATÉGICO);NUMEROS DE ACIDENTES EMSERH;QTD;MENOR MELHOR;NUMERO DE ACIDENTES;mai/26;;
SEGURANÇA DO TRABALHO;CONSOLIDADO;THIAGO GLERIA;GERENCIAR ACIDENTES DO TRABALHO (ESTRATÉGICO);TAXA DE FREQUÊNCIA DE ACIDENTES TOTAL IADVH (COM  E SEM AFASTAMENTO);TX;MENOR MELHOR;NUMERO DE ACIDENTES X 1.000.000/HHT;mai/26;;
SEGURANÇA DO TRABALHO;NORTE;THIAGO GLERIA;GERENCIAR ACIDENTES DO TRABALHO (ESTRATÉGICO);NUMEROS DE ACIDENTES IADVH;QTD;MENOR MELHOR;NUMERO DE ACIDENTES;mai/26;;
SEGURANÇA DO TRABALHO;LESTE;ALANA  RODRIGUES;GERENCIAR ACIDENTES DO TRABALHO (ESTRATÉGICO);NUMEROS DE ACIDENTES IADVH;QTD;MENOR MELHOR;NUMERO DE ACIDENTES;mai/26;;
SEGURANÇA DO TRABALHO;CENTRO;JULIANA CASTRO;GERENCIAR ACIDENTES DO TRABALHO (ESTRATÉGICO);NUMEROS DE ACIDENTES IADVH;QTD;MENOR MELHOR;NUMERO DE ACIDENTES;mai/26;;
SEGURANÇA DO TRABALHO;SUL;JONATHAN ALVES;GERENCIAR ACIDENTES DO TRABALHO (ESTRATÉGICO);NUMEROS DE ACIDENTES IADVH;QTD;MENOR MELHOR;NUMERO DE ACIDENTES;mai/26;;
SEGURANÇA DO TRABALHO;CONSOLIDADO;THIAGO GLERIA;GERENCIAR ACIDENTES DO TRABALHO (ESTRATÉGICO);ACIDENTES INVESTIGADOS - EMSERH;QTD;MENOR MELHOR;QTDE DE INVESTIGAÇÕES REALIZADAS/ QTDE PREVISTA x 100;mai/26;;
SEGURANÇA DO TRABALHO;NORTE;THIAGO GLERIA;GERENCIAR ACIDENTES DO TRABALHO (ESTRATÉGICO);ACIDENTES INVESTIGADOS - EMSERH;QTD;MENOR MELHOR;ACIDENTES INVESTIGADOS;mai/26;;
SEGURANÇA DO TRABALHO;LESTE;ALANA  RODRIGUES;GERENCIAR ACIDENTES DO TRABALHO (ESTRATÉGICO);ACIDENTES INVESTIGADOS - EMSERH;QTD;MENOR MELHOR;ACIDENTES INVESTIGADOS;mai/26;;
SEGURANÇA DO TRABALHO;CENTRO;JULIANA CASTRO;GERENCIAR ACIDENTES DO TRABALHO (ESTRATÉGICO);ACIDENTES INVESTIGADOS - EMSERH;QTD;MENOR MELHOR;ACIDENTES INVESTIGADOS;mai/26;;
SEGURANÇA DO TRABALHO;SUL;JONATHAN ALVES;GERENCIAR ACIDENTES DO TRABALHO (ESTRATÉGICO);ACIDENTES INVESTIGADOS - EMSERH;QTD;MENOR MELHOR;ACIDENTES INVESTIGADOS;mai/26;;
SEGURANÇA DO TRABALHO;CONSOLIDADO;THIAGO GLERIA;"GERENCIAR PROCESSOS LEGAIS
(ESTRATÉGICO)";% ADERÊNCIA AO PLANO DE AÇÃO DAS INVESTIGAÇÕES DE ACIDENTES - EMSERH;%;MAIOR MELHOR;QTDE DE AÇÕES REALIZADAS/ QTDE PREVISTA x 100;mai/26;;
SEGURANÇA DO TRABALHO;NORTE;THIAGO GLERIA;"GERENCIAR PROCESSOS LEGAIS
(ESTRATÉGICO)";P.A ACIDENTES EMSERH;QTD;MAIOR MELHOR;QTDE DE AÇÕES PENDENTES;mai/26;;
SEGURANÇA DO TRABALHO;LESTE;ALANA  RODRIGUES;"GERENCIAR PROCESSOS LEGAIS
(ESTRATÉGICO)";P.A ACIDENTES EMSERH;QTD;MAIOR MELHOR;QTDE DE AÇÕES PENDENTES;mai/26;;
SEGURANÇA DO TRABALHO;CENTRO;JULIANA CASTRO;"GERENCIAR PROCESSOS LEGAIS
(ESTRATÉGICO)";P.A ACIDENTES EMSERH;QTD;MAIOR MELHOR;QTDE DE AÇÕES PENDENTES;mai/26;;
SEGURANÇA DO TRABALHO;SUL;JONATHAN ALVES;"GERENCIAR PROCESSOS LEGAIS
(ESTRATÉGICO)";P.A ACIDENTES EMSERH;QTD;MAIOR MELHOR;QTDE DE AÇÕES PENDENTES;mai/26;;
SEGURANÇA DO TRABALHO;CONSOLIDADO;THIAGO GLERIA;"GERENCIAR PROCESSOS LEGAIS
(ESTRATÉGICO)";% UNIDADES ATENDIDAS - DIVULGAÇÃO PROGRAMAS LEGAIS - EMSERH;%;MAIOR MELHOR;QTDE DE UNIDADES REALIZADAS/ QTDE PREVISTA x 100;mai/26;;
SEGURANÇA DO TRABALHO;NORTE;THIAGO GLERIA;"GERENCIAR PROCESSOS LEGAIS
(ESTRATÉGICO)";DIVULGAÇÃO PROGRAMAS LEGAIS;QTD;MAIOR MELHOR;QTDE DE UNIDADES REALIZADAS/ QTDE PREVISTA x 100;mai/26;;
